Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
D3FNVE5P,journalArticle,2001.0,"Christensen, P. R.; Morris, R. V.; Lane, M. D.; Bandfield, J. L.; Malin, M. C.",Global mapping of Martian hematite mineral deposits: Remnants of water‐driven processes on early Mars,Journal of Geophysical Research: Planets,,0148-0227,10.1029/2000JE001415,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2000JE001415,"Near-global(60øSto 60øN)thermalinfraredmappingby the ThermalEmission Spectrometer(TES) on Mars Global Surveyorhasrevealeduniquedepositsof crystalline grayhematite(a-Fe203) exposedat the Martian surfacein SinusMeridiani,Aram Chaos, and in numerousscatteredlocationsthroughoutValles Marineris. The SinusMeridiani material is an in-place,rock stratigraphicsedimentaryunit characterizedby smooth, friable layerscomposedprimarilyof basalticsedimentswith -10-15% crystallinegray hematite.This unit hasoutliersto the north that appearto haveformedby strippingand removal.The hematitewithin Aram Chaosoccursin a sedimentarylayerwithin a closed basinthat waslikely formed duringthe basininfilling and predatesthe formationof nearbychaosand outflowterrains.This unit appearsto be exposedby erosionand may be more extensivebeneaththe surface.The Valles Marineris occurrencesare closely associatedwith the interior layereddepositsand maybe in placewithin the layersor eroded sediments.Overall, crystallinegray hematite is extremelyuncommonat the surface,yet in all observedlocationsit is closelyassociatedwith layered,sedimentary units.Here we arguethat thesehematitedepositshaveformed by a processinvolving chemicalprecipitationfrom aqueousfluids,under either ambientor hydrothermal conditions.Thusthe TES mineralogicdata provideevidencethat liquidwater hasbeen stableat or near the surface,probablyfor millionsof yearsby analogywith terrestrialiron formations,in specificlocationson early Mars.",2001-10-25,2025-09-13 04:38:44,2025-09-13 04:38:44,2025-09-13 04:38:44,23873-23885,,E10,106.0,,J. Geophys. Res.,Global mapping of Martian hematite mineral deposits,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\LJ45WT87\Christensen 等 - 2001 - Global mapping of Martian hematite mineral deposits Remnants of water‐driven processes on early Mar.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2A7AR76,journalArticle,2001.0,"Christensen, P. R.; Bandfield, J. L.; Hamilton, V. E.; Ruff, S. W.; Kieffer, H. H.; Titus, T. N.; Malin, M. C.; Morris, R. V.; Lane, M. D.; Clark, R. L.; Jakosky, B. M.; Mellon, M. T.; Pearl, J. C.; Conrath, B. J.; Smith, M. D.; Clancy, R. T.; Kuzmin, R. O.; Roush, T.; Mehall, G. L.; Gorelick, N.; Bender, K.; Murray, K.; Dason, S.; Greene, E.; Silverman, S.; Greenfield, M.",Mars Global Surveyor Thermal Emission Spectrometer experiment: Investigation description and surface science results,Journal of Geophysical Research: Planets,,0148-0227,10.1029/2000JE001370,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2000JE001370,"The ThermalEmissionSpectromete(rTES) investigationon Mars Global Surveyor(MGS) is aimedat determining(1) the compositionof surfaceminerals,rocks, andices;(2) the temperatureanddynamicsof the atmosphere(;3) the propertiesof the atmosphericaerosolsand clouds;(4) the natureof the polar regions;and (5) the thermophysicalpropertiesof the surfacematerials.Theseobjectivesare met usingan infrared(5.8- to 50-/xm)interferometricspectrometera,longwith broadbandthermal(5.1to 150-•m) andvisible/near-IR(0.3- to 2.9-•m) radiometersT. he MGS TES instrument weighs14.47kg, consumes10.6 W when operating,and is 23.6 x 35.5 x 40.0 cm in size. TheTESdataarecalibratetdo a 1-o-precisioofn2.5-6 X 10-8 W cm-2 sr-1/c -m•, 1.6x 10-6 W cm-2 sr-•, and-0.5 K in thespectrometveirs, ible/near-IbRolometera,ndIR bolometer,respectivelyT_.heseinstrumentsubsectionsare calibratedto an absolute accuracoyf-4 x 10-8 W cm-2 sr-•/cm-• (0.5K at280K), 1-2%,and-1-2 K, respectively.Global mappingof surfacemineralogyat a spatialresolutionof 3 km has shownthe following:(1) The mineralogiccompositionof dark regionsvariesfrom basaltic, primarilyplagioclasefeldsparand clinopyroxenei,n the ancient,southernhighlandsto andesitic,dominatedby plagioclasefeldsparandvolcanicglass,in the youngernorthern plains.(2) Aqueousmineralizationhasproducedgray,crystallinehematitein limited regionsunder ambientor hydrothermalconditionst;hesedepositsare interpretedto be in-placesedimentaryrock formationsand indicatethat liquid water wasstablenear the surfacefor a longperiodof time. (3) There is no evidencefor large-scale(tensof kilometers)occurrenceosf moderate-graine(d>50-•m) carbonatesexposedat the surface at a detectionlimit of -10%. (4) Unweatheredvolcanicmineralsdominatethe spectral propertiesof dark regions,and weatheringproducts,suchasclays,havenot been observed anywhereabovea detectionlimit of -10%; this lack of evidencefor chemicalweathering indicatesa geologichistorydominatedby a cold,dry climatein whichmechanical,rather than chemical,weatheringwasthe significantform of erosionand sedimentproduction. (5) There is no conclusiveevidencefor sulfatemineralsat a detectionlimit of -15%. The polar regionhasbeenstudiedwith the followingmajorconclusions(:1) CondensedCO2 hasthree distinctend-membersf,rom fine-grainedcrystalsto slabice. (2) The growthand retreat of the polar capsobservedby MGS is virtuallythe sameas observedby Viking 12 Martian yearsago.(3) Unique regionshavebeenidentifiedthat appearto differ primarily in the grain sizeof CO2; one southpolar regionappearsto remain asblack slabCO2 ice throughoutits sublimation(.4) Regionalatmosphericdustis commonin localizedand regionalduststormsaroundthe marginand interior of the southerncap.Analysisof the thermophysicaplropertiesof the surfaceshowsthat (1) the spatialpatternof albedohas changedsinceViking observations(,2) a uniqueclusterof surfacematerialswith intermediateinertia and albedooccursthat is distinctfrom the previouslyidentifiedlowinertia/brightandhigh-inertia/darksurfacesa,nd(3) localizedpatchesof high-inertia material havebeen found in topographiclowsand may havebeen formed by a uniqueset of aeolian,fluvial,or erosionalprocessesor maybe exposedbedrock.",2001-10-25,2025-09-13 04:38:45,2025-09-13 04:38:45,2025-09-13 04:38:45,23823-23871,,E10,106.0,,J. Geophys. Res.,Mars Global Surveyor Thermal Emission Spectrometer experiment,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\H7LSYHP2\Christensen 等 - 2001 - Mars Global Surveyor Thermal Emission Spectrometer experiment Investigation description and surface.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAA32AEW,journalArticle,2002.0,"Wyatt, Michael B.; McSween, Harry Y.",Spectral evidence for weathered basalt as an alternative to andesite in the northern lowlands of Mars,Nature,,"0028-0836, 1476-4687",10.1038/417263a,https://www.nature.com/articles/417263a,,2002-05,2025-09-13 04:38:50,2025-09-13 04:38:50,2025-09-13 04:38:50,263-266,,6886,417.0,,Nature,,,,,,,,en,http://www.springer.com/tdm,,,,DOI.org (Crossref),,,,D:\Zotero\storage\3B4WUH8L\Wyatt和McSween - 2002 - Spectral evidence for weathered basalt as an alternative to andesite in the northern lowlands of Mar.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFTHRHPF,journalArticle,2003.0,"Malin, Michael C.; Edgett, Kenneth S.",Evidence for Persistent Flow and Aqueous Sedimentation on Early Mars,Science,,"0036-8075, 1095-9203",10.1126/science.1090544,https://www.science.org/doi/10.1126/science.1090544,"Landforms representative of sedimentary processes and environments that occurred early in martian history have been recognized in Mars Global Surveyor Mars Orbiter Camera and Mars Odyssey Thermal Emission Imaging System images. Evidence of distributary, channelized flow (in particular, flow that lasted long enough to foster meandering) and the resulting deposition of a fan-shaped apron of debris indicate persistent flow conditions and formation of at least some large intracrater layered sedimentary sequences within fluvial, and potentially lacustrine, environments.",2003-12-12,2025-09-13 04:38:56,2025-09-13 04:38:56,2025-09-13 04:38:56,1931-1934,,5652,302.0,,Science,,,,,,,,en,,,,,DOI.org (Crossref),,,,D:\Zotero\storage\AB28UMUC\Malin和Edgett - 2003 - Evidence for Persistent Flow and Aqueous Sedimentation on Early Mars.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGBXS6PP,journalArticle,2004.0,"Poulet, F.; Erard, S.",Nonlinear spectral mixing: Quantitative analysis of laboratory mineral mixtures,Journal of Geophysical Research: Planets,,0148-0227,10.1029/2003JE002179,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2003JE002179,"Applications of nonlinear unmixing models based on the Shkuratov theory to fit laboratory spectra of intimate mixtures and to derive imaginary refraction indices of minerals are presented. The tests are performed using mafic minerals (pyroxenes, olivine, plagioclase). Abundance estimates of end‐members are accurate to within 5–10% for the analyzed mixtures, while the estimate particle sizes are within the intervals of actual sizes, given the reflectance spectra of the end‐members only. The type of mixture (areal versus intimate) can be tested. A quantitative modeling of basalt, a dark rock mainly composed of bright minerals, is also presented. The limitations of our modeling method are discussed.",2004-02,2025-09-13 04:39:00,2025-09-13 04:39:00,2025-09-13 04:39:00,2003JE002179,,E2,109.0,,J. Geophys. Res.,Nonlinear spectral mixing,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\QGHXPL7V\Poulet和Erard - 2004 - Nonlinear spectral mixing Quantitative analysis of laboratory mineral mixtures.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6JDBH4W,journalArticle,2004.0,"Pieters, M; Hiroi, Takahiro",RELAB (REFLECTANCE EXPERIMENT LABORATORY): A NASA MULTIUSER SPECTROSCOPY,,,,,,,2004,2025-09-13 04:39:01,2025-09-13 04:39:01,,,,,,,,,,,,,,,en,,,,,Zotero,,,,D:\Zotero\storage\X74LC7N4\Pieters和Hiroi - 2004 - RELAB (REFLECTANCE EXPERIMENT LABORATORY) A NASA MULTIUSER SPECTROSCOPY.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2JN3NWG,journalArticle,2004.0,"Ruff, Steven W.",Spectral evidence for zeolite in the dust on Mars,Icarus,,00191035,10.1016/j.icarus.2003.11.003,https://linkinghub.elsevier.com/retrieve/pii/S0019103503003865,"Spectral features observed in Mars Global Surveyor Thermal Emission Spectrometer data (∼ 1670–220 cm−1) of martian surface dust provide clues to its mineralogy. An emissivity peak at ∼ 1630 cm−1 is consistent with the presence of an H2O-bearing mineral. This spectral feature can be mapped globally and shows a distribution related to the classical bright regions on Mars that are known to be dust covered. An important spectral feature at ∼ 830 cm−1 present in a newly derived average spectrum of surface dust likely is a transparency feature arising from the ﬁne particulate nature of the dust. Its shape and location are consistent with plagioclase feldspars and also zeolites, which essentially are the hydrous form of feldspar. The generally favored visible/near-infrared spectral analog for martian dust, JSC Mars-1 altered tephra, does not display the ∼ 830 cm−1 feature. Zeolites commonly form from the interaction of low temperature aqueous ﬂuids and volcanic glass in a variety of geologic settings. The combination of spectral features that are consistent with zeolites and the likelihood that Mars has (or had) geologic conditions necessary to produce them makes a strong case for recognizing zeolite minerals as likely components of the martian regolith.",2004-03,2025-09-13 04:39:03,2025-09-13 04:39:03,2025-09-13 04:39:03,131-143,,1,168.0,,Icarus,,,,,,,,en,https://www.elsevier.com/tdm/userlicense/1.0/,,,,DOI.org (Crossref),,,,D:\Zotero\storage\PZP45FHP\Ruff - 2004 - Spectral evidence for zeolite in the dust on Mars.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CIPV53V,journalArticle,2006.0,"Gendrin, Aline; Langevin, Yves; Bibring, Jean‐Pierre; Forni, Olivier",A new method to investigate hyperspectral image cubes: An application of the wavelet transform,Journal of Geophysical Research: Planets,,0148-0227,10.1029/2004JE002339,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2004JE002339,"Data analysis of the Observatoire pour la Minéralogie, l'Eau, les Glaces, et l'Activité (OMEGA), the imaging spectrometer aboard Mars Express, necessitates the use of techniques able to extract the relevant information of large data sets. Numerous efficient algorithms have already been developed for similar purposes for terrestrial imaging spectrometers such as the Airborne Visible/Infrared Imaging Spectrometer (AVIRIS). We propose here a complementary method based on the wavelet transform. Our algorithm allows the detection of the absorption bands in each spectrum and returns their position, width, and depth. We use it either to study separately the properties of each absorption band or as a classification method, grouping together the pixels whose spectra contain the same absorption bands. We test our algorithm on an AVIRIS observation of Mauna Kea, Hawaii. The method identifies the dominant mineralogy of this area: variability in the ferric and ferrous mineralogy and several types of phyllosilicates. We also study six Martian observation sessions acquired by the Infrared Spectrometer for Mars onboard Phobos 2. We identify ferric and ferrous absorption bands in the data set and variations in the ferrous mineralogy corresponding to different proportions of high and low calcium pyroxene. Finally, we apply our technique to the first 6 months of Mars surface observation by OMEGA/Mars Express, resampled on a 1° × 1° grid. We thus retrieve the global large‐scale variability of the OMEGA data set and identify a global spectral discrepancy inside Martian dark regions which corresponds to the spectral difference between type I and type II terrains previously identified by the Thermal Emission Spectrometer.",2006-10,2025-09-13 04:39:17,2025-09-13 04:39:17,2025-09-13 04:39:17,2004JE002339,,E10,111.0,,J. Geophys. Res.,A new method to investigate hyperspectral image cubes,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\IYZVQ552\Gendrin 等 - 2006 - A new method to investigate hyperspectral image cubes An application of the wavelet transform.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3GDTL6AZ,journalArticle,2006.0,"Glotch, Timothy D.; Bandfield, Joshua L.",Determination and interpretation of surface and atmospheric Miniature Thermal Emission Spectrometer spectral end‐members at the Meridiani Planum landing site,Journal of Geophysical Research: Planets,,0148-0227,10.1029/2005JE002671,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2005JE002671,"Factor analysis and target transformation techniques have been applied to Miniature Thermal Emission Spectrometer (Mini‐TES) spectra to isolate the end‐member surface and atmospheric component spectral shapes at Meridiani Planum. The surface spectral shapes recovered from the Mini‐TES data set include coarse, gray hematite, surface dust, basaltic sand, and the silica/sulfate‐rich outcrop. In addition, two atmospheric spectral shapes are identified, indicating the variable nature of the atmosphere over the course of the MER rover missions. Linear deconvolution of the basaltic spectral shape indicates that it is high in plagioclase and pyroxene, including pigeonite, with smaller amounts of glass/phyllosilicate and olivine. Linear deconvolution of the outcrop spectral shape indicates that it is composed primarily of amorphous silica/glass/phyllosilicates and Mg‐, Ca‐, and Fe‐bearing sulfates, with smaller amounts of plagioclase.",2006-12,2025-09-13 04:39:20,2025-09-13 04:39:20,2025-09-13 04:39:20,2005JE002671,,E12,111.0,,J. Geophys. Res.,,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\68TV52Z4\Glotch和Bandfield - 2006 - Determination and interpretation of surface and atmospheric Miniature Thermal Emission Spectrometer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8VKAEQ8,journalArticle,2007.0,"Mangold, N.; Poulet, F.; Mustard, J. F.; Bibring, J.‐P.; Gondet, B.; Langevin, Y.; Ansan, V.; Masson, Ph.; Fassett, C.; Head, J. W.; Hoffmann, H.; Neukum, G.",Mineralogy of the Nili Fossae region with OMEGA/Mars Express data: 2. Aqueous alteration of the crust,Journal of Geophysical Research: Planets,,0148-0227,10.1029/2006JE002835,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2006JE002835,"Nili Fossae is a region with fresh exposures of old material. OMEGA spectral data have revealed a strong diversity of minerals in the Nili Fossae region, including mafic minerals and phyllosilicates. Phyllosilicates are found to be primarily Fe‐rich smectites (a type of clay minerals). These phyllosilicates are observed only on the Noachian crust, in four types of locations: Three are without any signatures other than phyllosilicates, on (1) smooth layered deposits, (2) massive exhumed material, and (3) crater ejecta, and one type of location is associated with olivine (4) over an altered mafic unit. This diversity suggests a widespread liquid water activity and a variety of alteration processes. The formation of phyllosilicates underwent considerable reduction, if not cessation, by the time of formation of Syrtis Major lava flows in the Hesperian period. Phyllosilicates are spatially and chronologically disconnected from the fluvial and depositional landforms observed in the Nili Fossae region. Observations suggest that these landforms formed after the extensive formation of phyllosilicates during short periods of time and/or temperatures close to freezing.",2007-08,2025-09-13 04:39:22,2025-09-13 04:39:22,2025-09-13 04:39:22,2006JE002835,,E8,112.0,,J. Geophys. Res.,Mineralogy of the Nili Fossae region with OMEGA/Mars Express data,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\VXK4DZZF\Mangold 等 - 2007 - Mineralogy of the Nili Fossae region with OMEGAMars Express data 2. Aqueous alteration of the crus.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URH4VDUS,journalArticle,2007.0,"McEwen, Alfred S.; Eliason, Eric M.; Bergstrom, James W.; Bridges, Nathan T.; Hansen, Candice J.; Delamere, W. Alan; Grant, John A.; Gulick, Virginia C.; Herkenhoff, Kenneth E.; Keszthelyi, Laszlo; Kirk, Randolph L.; Mellon, Michael T.; Squyres, Steven W.; Thomas, Nicolas; Weitz, Catherine M.",Mars Reconnaissance Orbiter's High Resolution Imaging Science Experiment (HiRISE),Journal of Geophysical Research: Planets,,0148-0227,10.1029/2005JE002605,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2005JE002605,"The HiRISE camera features a 0.5 m diameter primary mirror, 12 m effective focal length, and a focal plane system that can acquire images containing up to 28 Gb (gigabits) of data in as little as 6 seconds. HiRISE will provide detailed images (0.25 to 1.3 m/pixel) covering ∼1% of the Martian surface during the 2‐year Primary Science Phase (PSP) beginning November 2006. Most images will include color data covering 20% of the potential field of view. A top priority is to acquire ∼1000 stereo pairs and apply precision geometric corrections to enable topographic measurements to better than 25 cm vertical precision. We expect to return more than 12 Tb of HiRISE data during the 2‐year PSP, and use pixel binning, conversion from 14 to 8 bit values, and a lossless compression system to increase coverage. HiRISE images are acquired via 14 CCD detectors, each with 2 output channels, and with multiple choices for pixel binning and number of Time Delay and Integration lines. HiRISE will support Mars exploration by locating and characterizing past, present, and future landing sites, unsuccessful landing sites, and past and potentially future rover traverses. We will investigate cratering, volcanism, tectonism, hydrology, sedimentary processes, stratigraphy, aeolian processes, mass wasting, landscape evolution, seasonal processes, climate change, spectrophotometry, glacial and periglacial processes, polar geology, and regolith properties. An Internet Web site (HiWeb) will enable anyone in the world to suggest HiRISE targets on Mars and to easily locate, view, and download HiRISE data products.",2007-05,2025-09-13 04:39:25,2025-09-13 04:39:25,2025-09-13 04:39:25,2005JE002605,,E5,112.0,,J. Geophys. Res.,,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,D:\Zotero\storage\E2N8YN78\McEwen 等 - 2007 - Mars Reconnaissance Orbiter's High Resolution Imaging Science Experiment (HiRISE).pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
